Confirmation Number,Services Offered,Target Entity,Interest Areas,Investors,Hiring Requirement,GeoLocation,Job Function,Investment Range,Investment Requirement,Services Required,Companies Raising Money,GeoLocation 
100090382,"Network & Communications (inc. RFID & WiFi),Retargeting Solutions,Payment Gateways & Payment Service Provider (PSP) Solutions,Predictive Analytics,Loyalty Management Solutions,Search Engine Optimization (SEO),Associate Mobility Solutions,Interactive In-Store Technologies (inc. Music & Entertainment)",,,,,"UK & Ireland,Central & South America,Southern Europe,Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,India,Asia - Other,Other Europe,Africa,Middle East,North America,France & Benelux,Nordics","Partnerships,Research, Content & Journalism",,,"Video Marketing Solutions,App Commerce Platforms,Reconciliation & Reporting Solutions,Forecasting & Replenishment Solutions,Video Web Operations",,"UK & Ireland,Central & South America,Southern Europe,Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,India,Asia - Other,Other Europe,Africa,Middle East,North America,France & Benelux,Nordics"
102281196,,,,,"Customer Experience,Technology & IT,Partnerships,Procurement & Vendor Management,Sales, BD & Account Management,Executive Leadership & Board of Directors,Strategy, Innovation & Transformation,Digital & Ecommerce,Supply Chain, Operations & Fulfillment,Product Development & Management,Store Operations,Legal, Compliance & Risk,HR, Talent Acquisition & Workforce Management,Other,Consulting & Advisory,Data, Analytics & Insights,Logistics & Transportation (inc. Last-Mile),Research, Content & Journalism,Marketing, Advertising & Communications,Finance & Accounting,Investing",Middle East,"Strategy, Innovation & Transformation",,More than $10 million,"Marketing Campaign Management,Email Marketing Solutions,Product Data Management Solutions,Cause-Based Marketing Solutions,App Commerce Platforms,Delivery (inc. Last Mile) & Pickup Solutions,Gift Cards and Digital Gifting Solutions",True,Middle East
106220225,"Supply Chain Management Software,Back Office Process & Workflow Automation (inc. RPA),Retargeting Solutions,Blockchain & Traceability,Third Party Logistics (3PL) Services,Display Marketing Solutions,Legal, Compliance & Regulatory Services,Content Delivery Platforms & Networks","Large Solution Provider or Technology Company,Media or Sell Side Analyst,Established Retailer or Brand,Higher Education,Marketing & Digital Agency,Startup Solution Provider or Technology Company,Professional Services Firm,Marketplace or Marketplace Solution,Real Estate,Industry Association or Nonprofit",,,"Data, Analytics & Insights,Logistics & Transportation (inc. Last-Mile),Investing,Consulting & Advisory,Partnerships,Finance & Accounting,Research, Content & Journalism,HR, Talent Acquisition & Workforce Management,Other,Marketing, Advertising & Communications,Product Development & Management,Technology & IT,Procurement & Vendor Management","Australia & New Zealand,China,Asia - Other,North America,Germany, Austria & Switzerland,India,Nordics,Eastern Europe,Central & South America,Southern Europe,France & Benelux,Other Europe","Supply Chain, Operations & Fulfillment,Procurement & Vendor Management",,,Web & App Analytics,False,"Australia & New Zealand,China,Asia - Other,North America,Germany, Austria & Switzerland,India,Nordics,Eastern Europe,Central & South America,Southern Europe,France & Benelux,Other Europe"
101349961,,"Startup Retailer or Brand,Established Retailer or Brand,Startup Solution Provider or Technology Company,Marketplace or Marketplace Solution,Industry Association or Nonprofit,Higher Education",,,,"Asia - Other,North America,Nordics,Other Europe,Eastern Europe,Africa,UK & Ireland,China,Central & South America,Middle East,India,France & Benelux,Southern Europe","Research, Content & Journalism,Technology & IT",,$5 million+ to 10 million,"Hiring & Recruitment Solutions,Back Office Process & Workflow Automation (inc. RPA),Subscription Management & Recurring Payment Solutions,Forecasting & Replenishment Solutions,Creative & Design Services",True,"Asia - Other,North America,Nordics,Other Europe,Eastern Europe,Africa,UK & Ireland,China,Central & South America,Middle East,India,France & Benelux,Southern Europe"
109719038,,"Real Estate,Marketplace or Marketplace Solution,Investor (VC, PE or Other),Marketing & Digital Agency,Large Solution Provider or Technology Company,Startup Retailer or Brand,Media or Sell Side Analyst,Established Retailer or Brand,Government,Industry Association or Nonprofit",,,"HR, Talent Acquisition & Workforce Management,Supply Chain, Operations & Fulfillment,Investing,Consulting & Advisory,Logistics & Transportation (inc. Last-Mile),Other,Research, Content & Journalism,Merchandising","Middle East,India,Central & South America,Africa,France & Benelux","Merchandising,Investing",,,,False,"Middle East,India,Central & South America,Africa,France & Benelux"
100476815,,,,False,,"China,Asia - Other,France & Benelux,North America,Middle East,Australia & New Zealand,Central & South America,Other Europe,Africa","Data, Analytics & Insights,Other",,,,,"China,Asia - Other,France & Benelux,North America,Middle East,Australia & New Zealand,Central & South America,Other Europe,Africa"
104627801,,Industry Association or Nonprofit,,,"Strategy, Innovation & Transformation,Store Operations,Legal, Compliance & Risk,Other,Environmental, Social & Corporate Governance (ESG),Logistics & Transportation (inc. Last-Mile),Marketing, Advertising & Communications,Finance & Accounting,Merchandising,Supply Chain, Operations & Fulfillment,Sales, BD & Account Management,Research, Content & Journalism,Investing,Partnerships,Product Development & Management,Data, Analytics & Insights,Technology & IT,Consulting & Advisory,Procurement & Vendor Management,HR, Talent Acquisition & Workforce Management,Customer Experience","Central & South America,Eastern Europe,Southern Europe,India,Asia - Other,Africa,France & Benelux,Australia & New Zealand,North America,UK & Ireland,China,Other Europe,Middle East,Nordics,Germany, Austria & Switzerland",Technology & IT,,,"Consultancy & Advisory Services,BNPL & Customer Installment Lending Solutions,Loyalty Management Solutions,Mapping & Wayfinding Technologies,Inventory Management Systems,NFTs & Tokens,In-Store Analytics,Private Label, Affinity & Co-Branded Card Solutions,Market Research & Analysis Services",,"Central & South America,Eastern Europe,Southern Europe,India,Asia - Other,Africa,France & Benelux,Australia & New Zealand,North America,UK & Ireland,China,Other Europe,Middle East,Nordics,Germany, Austria & Switzerland"
107565493,,,,,,"Australia & New Zealand,Middle East,Other Europe,Southern Europe,Central & South America,China,Germany, Austria & Switzerland","Data, Analytics & Insights,Merchandising",,,,,"Australia & New Zealand,Middle East,Other Europe,Southern Europe,Central & South America,China,Germany, Austria & Switzerland"
109576113,,,,,"Customer Experience,Environmental, Social & Corporate Governance (ESG),Partnerships,Research, Content & Journalism,Marketing, Advertising & Communications,Supply Chain, Operations & Fulfillment,Other,Sales, BD & Account Management,Technology & IT,Store Operations","India,Asia - Other,Nordics,Other Europe","Product Development & Management,Technology & IT",,,,False,"India,Asia - Other,Nordics,Other Europe"
101229192,"Content Management Systems,Social Media Marketing Solutions,Inventory Planning & Optimization Tools",,,,,"UK & Ireland,Central & South America,North America,Asia - Other,France & Benelux","Consulting & Advisory,Marketing, Advertising & Communications,Store Operations",,,,False,"UK & Ireland,Central & South America,North America,Asia - Other,France & Benelux"
106102510,,"Marketing & Digital Agency,Real Estate,Large Solution Provider or Technology Company,Media or Sell Side Analyst,Investor (VC, PE or Other),Established Retailer or Brand,Marketplace or Marketplace Solution,Startup Solution Provider or Technology Company,Government,Startup Retailer or Brand,Industry Association or Nonprofit,Higher Education,Professional Services Firm",,,,"Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,Other Europe,India,UK & Ireland,Middle East,Southern Europe,Central & South America,China,Asia - Other,Nordics",Partnerships,,,,,"Germany, Austria & Switzerland,Eastern Europe,Australia & New Zealand,Other Europe,India,UK & Ireland,Middle East,Southern Europe,Central & South America,China,Asia - Other,Nordics"
101389654,"Cloud Hosting Services,Influencer Marketing Solutions,Delivery (inc. Last Mile) & Pickup Solutions",,,,,"Other Europe,China,Central & South America,Australia & New Zealand,Middle East,Africa","Marketing, Advertising & Communications,Sales, BD & Account Management",,,"Media Buying Services,Delivery (inc. Last Mile) & Pickup Solutions,Creative & Design Services,Gift Cards and Digital Gifting Solutions,Augmented Reality & Virtual Reality,BNPL & Customer Installment Lending Solutions,Digital Couponing Solutions & Circulars,Forecasting & Replenishment Solutions,Fulfillment Solutions,Automated & Self Checkout Solutions",,"Other Europe,China,Central & South America,Australia & New Zealand,Middle East,Africa"
104567369,"NFTs & Tokens,Data Management Platforms,AR/AP Automation & E-Invoicing Solutions",,,,,"Germany, Austria & Switzerland,North America,Africa,Middle East,China,Southern Europe,Nordics,Australia & New Zealand,Central & South America,India,UK & Ireland,Eastern Europe,Asia - Other,Other Europe","Partnerships,Merchandising",,$1 million or less,"In-Store Media Solutions,Payment Gateways & Payment Service Provider (PSP) Solutions,Marketing Campaign Management,Fraud Detection & Risk Management Solutions,Back Office Process & Workflow Automation (inc. RPA),Subscription Management & Recurring Payment Solutions,Loyalty & Rewards (inc. Rebates) Solutions,App Commerce Platforms",True,"Germany, Austria & Switzerland,North America,Africa,Middle East,China,Southern Europe,Nordics,Australia & New Zealand,Central & South America,India,UK & Ireland,Eastern Europe,Asia - Other,Other Europe"
100129525,,"Investor (VC, PE or Other),Marketing & Digital Agency,Professional Services Firm",,False,"Procurement & Vendor Management,Environmental, Social & Corporate Governance (ESG),Legal, Compliance & Risk,Marketing, Advertising & Communications,Merchandising,Consulting & Advisory,Finance & Accounting,Sales, BD & Account Management,Supply Chain, Operations & Fulfillment,Strategy, Innovation & Transformation","North America,Australia & New Zealand,India,Asia - Other,Central & South America,France & Benelux,Nordics,Eastern Europe","Merchandising,Technology & IT,Sales, BD & Account Management",,,"B2B Financing & Lending Solutions,Mobile, App & SMS Marketing Solutions,Business Intelligence Tools,Merchandising Assortment Planning & Management,Marketing Campaign Management,Distribution Center Management,Marketplace Platforms,Live Chat, Chatbots & Virtual Assistants Solutions",,"North America,Australia & New Zealand,India,Asia - Other,Central & South America,France & Benelux,Nordics,Eastern Europe"
103855095,"Augmented Reality & Virtual Reality,Supply Chain Management Software,Mobile, App & SMS Marketing Solutions,Cross-Border Ecommerce Platforms,Loyalty & Rewards (inc. Rebates) Solutions,Customer Feedback Solutions","Investor (VC, PE or Other),Real Estate,Professional Services Firm,Government,Established Retailer or Brand",,,,"Eastern Europe,North America","HR, Talent Acquisition & Workforce Management",,,"Data Warehousing,Financing Solutions,In-Store Analytics,Video Marketing Solutions",,"Eastern Europe,North America"
108234365,"Third Party Logistics (3PL) Services,Fraud Detection & Risk Management Solutions,Display Marketing Solutions,Shoppable Video & Livestreaming Solutions,Store Design Services,Distribution Center Management,Marketing Analytics,Shopper Marketing Solutions",,,,,"Germany, Austria & Switzerland","Data, Analytics & Insights,Executive Leadership & Board of Directors",,,"Gift Cards and Digital Gifting Solutions,Back Office Process & Workflow Automation (inc. RPA),Social Commerce Platforms,Loyalty Management Solutions,Store Design Services,Workforce Training Solutions",,"Germany, Austria & Switzerland"
109609227,"Product Information Management (PIM) Solutions,Packaging Solutions",,,,"Legal, Compliance & Risk,Technology & IT,Customer Experience,Other,Partnerships,Research, Content & Journalism,Consulting & Advisory,Digital & Ecommerce,Procurement & Vendor Management,Logistics & Transportation (inc. Last-Mile),Supply Chain, Operations & Fulfillment","Australia & New Zealand,Eastern Europe,Other Europe,Southern Europe,India,Africa,Nordics,France & Benelux,UK & Ireland,Germany, Austria & Switzerland,Asia - Other,Central & South America","Product Development & Management,Logistics & Transportation (inc. Last-Mile),Legal, Compliance & Risk",,,,False,"Australia & New Zealand,Eastern Europe,Other Europe,Southern Europe,India,Africa,Nordics,France & Benelux,UK & Ireland,Germany, Austria & Switzerland,Asia - Other,Central & South America"
